"","Date","DateTime","isCar","Municipality_Code","Reason","Weekday","Temperature","Precipitation","Holidays","Christmas_Holidays","Sport_Holidays","Easter_Holidays","Summer_Holidays","Autumn_Holidays","Count"
"126",2012-05-18,2012-05-18 03:15:00,"1","0180","Arson","fredag",11.8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
"127",2012-05-18,2012-05-18 13:43:00,"1","0180","Arson","fredag",11.8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
"128",2012-05-18,2012-05-18 13:58:00,"1","0180","Arson","fredag",11.8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
"129",2012-05-19,2012-05-19 01:28:00,"1","0125","Arson","lördag",11.5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"130",2012-05-19,2012-05-19 23:51:00,"1","0180","Arson","lördag",12.2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"131",2012-05-20,2012-05-20 23:19:00,"1","0180","Arson","söndag",15.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"132",2012-05-21,2012-05-21 04:19:00,"1","0180","Arson","måndag",15.2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"133",2012-05-22,2012-05-22 05:50:00,"1","0180","Arson","tisdag",15.8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"134",2012-05-24,2012-05-24 02:37:00,"1","0180","Arson","torsdag",16.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"135",2012-05-25,2012-05-25 23:04:00,"0","0163","Arson","fredag",17.6,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"136",2012-05-26,2012-05-26 02:22:00,"1","0140","Arson","lördag",15.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"137",2012-05-26,2012-05-26 02:34:00,"1","0127","Arson","lördag",15.4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"138",2012-05-27,2012-05-27 00:41:00,"1","0180","Arson","söndag",16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"139",2012-05-27,2012-05-27 01:30:00,"1","0127","Arson","söndag",15.1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"140",2012-05-28,2012-05-28 01:51:00,"1","0180","Arson","måndag",13.1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
